system:index,b1,year,.geo
0,1.423586436937848E7,2011.0,
1,1.1468645068491882E7,2012.0,
2,9153254.150197268,2013.0,
3,1.0900028756863853E7,2014.0,
4,9835638.308002794,2015.0,
5,1.4221053944875449E7,2016.0,
6,1.5612907876696968E7,2017.0,
7,1.5287498015390702E7,2018.0,
8,1.9646046353660863E7,2019.0,
