system:index,b1,year,.geo
0,1.4229681464392098E7,2011.0,
1,1.1466878834371513E7,2012.0,
2,9153226.482480764,2013.0,
3,1.0899874529042501E7,2014.0,
4,9835204.399866903,2015.0,
5,1.422079626771042E7,2016.0,
6,1.561086318063488E7,2017.0,
7,1.5215565432264637E7,2018.0,
8,1.9505267719126984E7,2019.0,
