system:index,b1,year,.geo
0,691915.62223241,2011.0,
1,1061758.2261160589,2012.0,
2,432578.2639730444,2013.0,
3,752255.8648861119,2014.0,
4,606456.324019317,2015.0,
5,757942.8449437984,2016.0,
6,997942.2176389582,2017.0,
7,959162.7379468583,2018.0,
8,1116946.1693221447,2019.0,
