system:index,b1,year,.geo
0,1673153.9438933963,2011.0,
1,2835044.877982757,2012.0,
2,2743234.894630587,2013.0,
3,4119604.57644096,2014.0,
4,3044554.596724823,2015.0,
5,5154797.958775109,2016.0,
6,3846678.7143965564,2017.0,
7,4436361.124660511,2018.0,
8,3227222.201905446,2019.0,
