system:index,b1,year,.geo
0,3026793.752480836,2011.0,
1,5982645.653195921,2012.0,
2,4267114.158702873,2013.0,
3,6399112.076976361,2014.0,
4,4029056.5730788256,2015.0,
5,6853396.134112803,2016.0,
6,8717446.298996184,2017.0,
7,1.149490875775426E7,2018.0,
8,2.016106237889842E7,2019.0,
