system:index,b1,year,.geo
0,7271184.957563421,2011.0,
1,4726516.560310443,2012.0,
2,3222368.659506708,2013.0,
3,4668554.726918191,2014.0,
4,3472834.0359326336,2015.0,
5,7863331.463153627,2016.0,
6,8411545.611807644,2017.0,
7,1.1066465236194812E7,2018.0,
8,1.5359626761660384E7,2019.0,
