system:index,b1,year,.geo
0,1671353.173814737,2011.0,
1,2821270.011463306,2012.0,
2,2743234.894630587,2013.0,
3,3953560.141246287,2014.0,
4,3042638.5432644635,2015.0,
5,4824461.500165288,2016.0,
6,3752893.361800035,2017.0,
7,3944344.18249423,2018.0,
8,3137573.0479850345,2019.0,
