system:index,b1,year,.geo
0,701006.9255429305,2011.0,
1,1832428.0510647418,2012.0,
2,1621802.8702711433,2013.0,
3,1958807.1874676684,2014.0,
4,1523318.3006362598,2015.0,
5,3004446.214962847,2016.0,
6,1921849.4757088765,2017.0,
7,2698508.036514604,2018.0,
8,3757244.9965147963,2019.0,
