system:index,b1,year,.geo
0,584547.8700248307,2011.0,
1,1088858.9119176492,2012.0,
2,849508.336018409,2013.0,
3,1719565.6261807685,2014.0,
4,752600.3434385926,2015.0,
5,1643976.5749066183,2016.0,
6,1737232.816446696,2017.0,
7,2592237.161374634,2018.0,
8,1998085.0992202898,2019.0,
