system:index,b1,year,.geo
0,7966060.322549577,2011.0,
1,6040899.209566166,2012.0,
2,5877651.742703278,2013.0,
3,8002812.417978511,2014.0,
4,8130701.260373662,2015.0,
5,1.0919161361929204E7,2016.0,
6,1.1968869924769524E7,2017.0,
7,1.3004549200196598E7,2018.0,
8,1.4940286138383655E7,2019.0,
