system:index,b1,year,.geo
0,1.6759719897542626E7,2011.0,
1,1.9463856567754034E7,2012.0,
2,1.0301645035721762E7,2013.0,
3,1.7183677991601687E7,2014.0,
4,1.3309823695667379E7,2015.0,
5,2.1093816163791418E7,2016.0,
6,2.4913667405525003E7,2017.0,
7,2.5831023311809704E7,2018.0,
8,3.297477735872332E7,2019.0,
