system:index,Forest Loss Total,year,.geo
0,1.8947716391160064E9,2001.0,
1,1.9074129007085955E9,2002.0,
2,1.6389680997489326E9,2003.0,
3,3.531722343068521E9,2004.0,
4,3.0098180552187304E9,2005.0,
5,4.64976447435379E9,2006.0,
6,5.269139309143886E9,2007.0,
7,5.975164817395544E9,2008.0,
8,4.971283249938758E9,2009.0,
9,5.527459611169749E9,2010.0,
10,5.509931517297556E9,2011.0,
11,5.821484459122757E9,2012.0,
12,4.379982754142149E9,2013.0,
13,5.227494357988415E9,2014.0,
14,4.911118834614969E9,2015.0,
15,7.330893787436478E9,2016.0,
16,6.851476756580765E9,2017.0,
17,6.0412272268502245E9,2018.0,
18,5.280378797989426E9,2019.0,
