system:index,tc_2001,tc_2002,tc_2003,tc_2004,tc_2005,tc_2006,tc_2007,tc_2008,tc_2009,tc_2010,tc_2011,tc_2012,tc_2013,tc_2014,tc_2015,tc_2016,tc_2017,tc_2018,tc_2019,.geo
0,1.3235548128570087E10,1.374074325617245E10,1.2848254528134373E10,1.866596285025035E10,1.2060645375821041E10,1.5270626933688726E10,1.4753619531372402E10,1.6207738437357779E10,1.3909449282716106E10,1.3158472240181734E10,1.6244985802559952E10,2.943206848202875E10,2.9353956017111794E10,2.2519657500030895E10,1.338772350763535E10,2.8281029774532726E10,3.1924558055816227E10,3.2695020282659554E10,2.1238151266553757E10,
