system:index,tc_2001,tc_2002,tc_2003,tc_2004,tc_2005,tc_2006,tc_2007,tc_2008,tc_2009,tc_2010,tc_2011,tc_2012,tc_2013,tc_2014,tc_2015,tc_2016,tc_2017,tc_2018,tc_2019,.geo
0,9.769769896663733E9,9.335457215255919E9,7.509691660248926E9,1.4567550701630098E10,1.4714963056285912E10,1.4776883548132996E10,1.5714476621012981E10,1.6321691626975471E10,1.33406210479409E10,1.801438109518446E10,1.3959089271881155E10,1.630808138502574E10,1.4345242269684904E10,1.484645905447846E10,1.6566172001135977E10,1.7651458404372013E10,1.7901289111895523E10,1.5864320986579174E10,1.6348627613655857E10,
