system:index,Forest Loss Total,year,.geo
0,9.531169545300029E7,2001.0,
1,9.540961510557526E7,2002.0,
2,5.733702033123779E7,2003.0,
3,1.163502530070389E8,2004.0,
4,1.2748349466460177E8,2005.0,
5,8.390522703752297E7,2006.0,
6,2.916919268597443E8,2007.0,
7,1.1639238851650533E8,2008.0,
8,1.065937670855957E8,2009.0,
9,1.180028321547435E8,2010.0,
10,1.1813743087566397E8,2011.0,
11,2.1651154649964312E8,2012.0,
12,7.325667203884876E7,2013.0,
13,1.1751031803479339E8,2014.0,
14,6.781610852022466E7,2015.0,
15,1.539301463211208E8,2016.0,
16,1.3005323586878017E8,2017.0,
17,1.3618283590852195E8,2018.0,
