system:index,Forest Loss Total,year,.geo
0,1.0966628929932885E8,2001.0,
1,1.7266057565133843E8,2002.0,
2,4.39981380719632E7,2003.0,
3,1.4742607187303215E8,2004.0,
4,1.1419589822808002E8,2005.0,
5,1.734763873822143E8,2006.0,
6,1.3594938202322292E8,2007.0,
7,1.544866034904189E8,2008.0,
8,1.5035080668917748E8,2009.0,
9,1.8231731680967185E8,2010.0,
10,2.29617304988879E8,2011.0,
11,1.431321692685073E8,2012.0,
12,1.3830579538890013E8,2013.0,
13,1.8814515927547964E8,2014.0,
14,2.201607316740001E8,2015.0,
15,3.188254089702963E8,2016.0,
16,3.409269472087701E8,2017.0,
17,3.5980553825241005E8,2018.0,
