system:index,Forest Loss Total,year,.geo
0,4.6118001616192505E7,2001.0,
1,9.422539480835536E7,2002.0,
2,2.269894209002805E7,2003.0,
3,7.93926728162108E7,2004.0,
4,6.247355598918326E7,2005.0,
5,9.858073081921887E7,2006.0,
6,8.065372233584991E7,2007.0,
7,9.053584829031697E7,2008.0,
8,8.365645977678844E7,2009.0,
9,1.0548750655508171E8,2010.0,
10,1.3215576639830488E8,2011.0,
11,7.749261769730882E7,2012.0,
12,7.293145324625543E7,2013.0,
13,1.0077693169309776E8,2014.0,
14,1.2556939795463018E8,2015.0,
15,1.953655226119878E8,2016.0,
16,2.1198022074324542E8,2017.0,
17,2.333595853021201E8,2018.0,
