system:index,Forest Loss Total,year,.geo
0,1.8895847916931152E7,2001.0,
1,1.2632868176719518E7,2002.0,
2,1.0630084914029948E7,2003.0,
3,4.157072200490627E7,2004.0,
4,1.8732222534810625E7,2005.0,
5,1.393577529289886E7,2006.0,
6,2.0403444187275007E7,2007.0,
7,2.455742866481383E7,2008.0,
8,1.93216867556722E7,2009.0,
9,2.514642456042672E7,2010.0,
10,1.8994552468133427E7,2011.0,
11,3.464136880342755E7,2012.0,
12,2.275507771789766E7,2013.0,
13,3.090380502760249E7,2014.0,
14,1.667661035694221E7,2015.0,
15,3.927876749677304E7,2016.0,
16,3.931282438110016E7,2017.0,
17,5.803768678030575E7,2018.0,
