system:index,Forest Loss Total,year,.geo
0,5773587.577791819,2001.0,
1,1.7476330423987053E7,2002.0,
2,1.391793183161238E7,2003.0,
3,3.8412652364928246E7,2004.0,
4,2.3970679011250816E7,2005.0,
5,5.927362768836933E7,2006.0,
6,5.268769237618577E7,2007.0,
7,6.462626698489848E7,2008.0,
8,4.744720392322112E7,2009.0,
9,1.006996242923529E8,2010.0,
10,4.7285910730663344E7,2011.0,
11,5.352543576579829E7,2012.0,
12,3.1115478793378524E7,2013.0,
13,3.870750453883583E7,2014.0,
14,3.1601391612930838E7,2015.0,
15,3.988440999451665E7,2016.0,
16,3.5940859933391735E7,2017.0,
17,4.146874042173785E7,2018.0,
