system:index,Forest Loss Total,year,.geo
0,5.890138955333658E7,2001.0,
1,3.1439878404283475E7,2002.0,
2,1.6983090695515472E7,2003.0,
3,5.057476052366536E7,2004.0,
4,2.917479384560355E7,2005.0,
5,3.387019860130878E7,2006.0,
6,5.988744351951665E7,2007.0,
7,5.639616812490904E7,2008.0,
8,4.186006958867092E7,2009.0,
9,3.2972006388401166E7,2010.0,
10,3.7458320327220485E7,2011.0,
11,5.066255500176645E7,2012.0,
12,2.4034103171664376E7,2013.0,
13,2.977205552563261E7,2014.0,
14,2.598111945079992E7,2015.0,
15,3.438265892161292E7,2016.0,
16,4.729555693239889E7,2017.0,
17,4.358995065491776E7,2018.0,
