system:index,Forest Loss Total,year,.geo
0,47234.2529296875,2001.0,
1,260017.59228515625,2002.0,
2,451513.9673674939,2003.0,
3,1168562.7041207107,2004.0,
4,218608.68170166016,2005.0,
5,1381852.2711775238,2006.0,
6,2779205.041858389,2007.0,
7,3914027.0391299976,2008.0,
8,1304103.9473659142,2009.0,
9,5366854.669046799,2010.0,
10,2534489.680796425,2011.0,
11,2811736.149673282,2012.0,
12,2054417.2531077664,2013.0,
13,1869638.5679108263,2014.0,
14,1847571.5471047794,2015.0,
15,3000140.328467515,2016.0,
16,1824457.6220636107,2017.0,
17,2645785.958248363,2018.0,
