system:index,Forest Loss Total,year,.geo
0,9375659.539428711,2001.0,
1,6431773.9666281305,2002.0,
2,5441356.652928252,2003.0,
3,2.4458824844543457E7,2004.0,
4,1.0320335538946893E7,2005.0,
5,7440569.617391908,2006.0,
6,1.256036465215107E7,2007.0,
7,1.557776013396786E7,2008.0,
8,1.200855218711847E7,2009.0,
9,1.638355245395843E7,2010.0,
10,1.2605421531885723E7,2011.0,
11,2.379956893210545E7,2012.0,
12,1.483076242108968E7,2013.0,
13,1.736142746476548E7,2014.0,
14,9965618.701085469,2015.0,
15,2.6650315648310404E7,2016.0,
16,2.5206501723458566E7,2017.0,
17,3.8806653160477936E7,2018.0,
