system:index,Forest Loss Total,year,.geo
0,3.379720855544529E7,2001.0,
1,9403677.916392967,2002.0,
2,1.384493962311545E7,2003.0,
3,2.1445452975388236E7,2004.0,
4,8.46024115166572E7,2005.0,
5,4.8227085083113134E7,2006.0,
6,4.0706536639745496E7,2007.0,
7,5.723057991042888E7,2008.0,
8,6.3068949995394245E7,2009.0,
9,4.210374900438449E7,2010.0,
10,2.995454035557335E7,2011.0,
11,4.199069015279672E7,2012.0,
12,1.9008346937735762E7,2013.0,
13,5.088194266416411E7,2014.0,
14,2.4204346794310443E7,2015.0,
15,4.459028426599923E7,2016.0,
16,4.118071448065855E7,2017.0,
17,3.0630782681342505E7,2018.0,
