system:index,Forest Loss Total,year,.geo
0,1.568177218355916E8,2001.0,
1,1.5697519887744826E8,2002.0,
2,1.4015186902298512E7,2003.0,
3,2.0621491000036538E8,2004.0,
4,7.260259784418586E7,2005.0,
5,1.782062127969317E8,2006.0,
6,2.823911190194517E8,2007.0,
7,1.1211773709914288E8,2008.0,
8,3.47617679884177E8,2009.0,
9,2.657734188726159E8,2010.0,
10,2.1514044859953734E8,2011.0,
11,3.4225535971450865E8,2012.0,
12,2.716113692168754E8,2013.0,
13,2.910410174866373E8,2014.0,
14,2.3396361371183172E8,2015.0,
15,2.78647513222237E8,2016.0,
16,2.2239836965214545E8,2017.0,
17,2.5649160269995466E8,2018.0,
