system:index,Forest Loss Total,year,.geo
0,6.206938664969529E7,2001.0,
1,3.6485632252449065E7,2002.0,
2,1.5282355133298866E7,2003.0,
3,4.8214856226311415E7,2004.0,
4,5.820874661984145E7,2005.0,
5,4.0595999179916084E7,2006.0,
6,9.602164165565617E7,2007.0,
7,6.090943292750364E7,2008.0,
8,6.620892562902042E7,2009.0,
9,3.4945586569975734E7,2010.0,
10,2.88847154853451E7,2011.0,
11,5.530384321935891E7,2012.0,
12,4.516799120626987E7,2013.0,
13,5.5021457983218685E7,2014.0,
14,4.327035324409228E7,2015.0,
15,9.043753853752537E7,2016.0,
16,5.838352075621361E7,2017.0,
17,7.96667115248753E7,2018.0,
