system:index,Forest Loss Total,year,.geo
0,3.595246290284088E7,2001.0,
1,4.3482420063884184E7,2002.0,
2,3.58685302129124E7,2003.0,
3,8.374595842392027E7,2004.0,
4,7.226888787760104E7,2005.0,
5,5.674961787971024E7,2006.0,
6,6.819246502380633E7,2007.0,
7,6.770910133167797E7,2008.0,
8,8.183159240602812E7,2009.0,
9,8.937901024509804E7,2010.0,
10,6.814286679624885E7,2011.0,
11,9.748779509084065E7,2012.0,
12,7.211170132097551E7,2013.0,
13,1.2191027980556354E8,2014.0,
14,8.964708881530665E7,2015.0,
15,1.2133328972852424E8,2016.0,
16,1.2285744312243295E8,2017.0,
17,1.2154162207361701E8,2018.0,
