system:index,Forest Loss Total,year,.geo
0,1.5187430596624037E7,2001.0,
1,4530666.726226807,2002.0,
2,7477898.642111385,2003.0,
3,1.255056837841773E7,2004.0,
4,6.726489913583529E7,2005.0,
5,3.354222206696215E7,2006.0,
6,2.8352569375928335E7,2007.0,
7,4.231661704052902E7,2008.0,
8,4.3497232099653654E7,2009.0,
9,3.0017237565669518E7,2010.0,
10,2.1326880495941162E7,2011.0,
11,2.824226872727745E7,2012.0,
12,1.2742428509735107E7,2013.0,
13,3.5539972832741655E7,2014.0,
14,1.4485762775721172E7,2015.0,
15,2.993857356338178E7,2016.0,
16,2.7614039683180384E7,2017.0,
17,2.1355043994070973E7,2018.0,
