system:index,Forest Loss Total,year,.geo
0,8.917820513009082E7,2001.0,
1,1.1582390012090011E8,2002.0,
2,1.1120118516579902E7,2003.0,
3,1.7037276998250085E8,2004.0,
4,5.65048980173645E7,2005.0,
5,1.3228743240967922E8,2006.0,
6,2.4979790348070762E8,2007.0,
7,8.953514978073503E7,2008.0,
8,2.9979564431082153E8,2009.0,
9,2.332485632444239E8,2010.0,
10,1.9632854886520123E8,2011.0,
11,3.0687359222581905E8,2012.0,
12,2.4699267555510792E8,2013.0,
13,2.592250434053996E8,2014.0,
14,2.1830244885098904E8,2015.0,
15,2.5531078074529442E8,2016.0,
16,2.0562295831045544E8,2017.0,
17,2.4340602249377075E8,2018.0,
