system:index,Forest Loss Total,year,.geo
0,1.05270233699646E7,2001.0,
1,2.5093413864720963E7,2002.0,
2,2.771917685015187E7,2003.0,
3,4.051051343475198E7,2004.0,
4,6.566485204743042E7,2005.0,
5,7.025981585323569E7,2006.0,
6,6.459222876184046E7,2007.0,
7,6.673601398204285E7,2008.0,
8,6.417975453194138E7,2009.0,
9,8.861808399776061E7,2010.0,
10,1.1999622060358684E8,2011.0,
11,7.035810979214442E7,2012.0,
12,5.62307353782959E7,2013.0,
13,5.4096326869506836E7,2014.0,
14,6.292297308533253E7,2015.0,
15,1.1762457840847898E8,2016.0,
16,1.221745869305536E8,2017.0,
17,9.464153819054471E7,2018.0,
