system:index,Forest Loss Total,year,.geo
0,3.8539010202555336E7,2001.0,
1,6.717495619827043E7,2002.0,
2,6.3872889948753804E7,2003.0,
3,9.241085379852618E7,2004.0,
4,1.4492731656979564E8,2005.0,
5,1.3765967245980954E8,2006.0,
6,1.2547637763625452E8,2007.0,
7,1.2450728726619744E8,2008.0,
8,1.1670909000492576E8,2009.0,
9,1.6774518520751548E8,2010.0,
10,1.8997521108363083E8,2011.0,
11,1.3677195152331603E8,2012.0,
12,1.1146200329374951E8,2013.0,
13,1.1962140390743409E8,2014.0,
14,1.2858748571352203E8,2015.0,
15,2.0998104557082877E8,2016.0,
16,2.1309043092400625E8,2017.0,
17,1.6947505505837795E8,2018.0,
