system:index,Forest Loss Total,year,.geo
0,378013.5144042969,2001.0,
1,661676.706312232,2002.0,
2,882362.1321155024,2003.0,
3,2514460.831664321,2004.0,
4,519195.8424682617,2005.0,
5,2907869.0112249637,2006.0,
6,4322208.676751829,2007.0,
7,8560789.701380352,2008.0,
8,2042133.9968457986,2009.0,
9,8188350.317878035,2010.0,
10,4207515.002579991,2011.0,
11,4289367.71902789,2012.0,
12,3068703.3465310484,2013.0,
13,3783586.3176209694,2014.0,
14,2991425.485483207,2015.0,
15,4592279.080192297,2016.0,
16,3498844.6655630074,2017.0,
17,4110005.2871735212,2018.0,
