system:index,Forest Loss Total,year,.geo
0,1.0381486222115656E9,2001.0,
1,1.4405143073589299E9,2002.0,
2,7.880468134487039E8,2003.0,
3,2.387472826792725E9,2004.0,
4,2.1517132260139313E9,2005.0,
5,2.2001809884288707E9,2006.0,
6,1.6439817353182664E9,2007.0,
7,2.586692922019727E9,2008.0,
8,1.8885010951808283E9,2009.0,
9,2.42003669610201E9,2010.0,
10,1.850432473938532E9,2011.0,
11,2.0800509156762893E9,2012.0,
12,1.7964285976185477E9,2013.0,
13,2.03361696460291E9,2014.0,
14,1.933068868448422E9,2015.0,
15,2.66139076729822E9,2016.0,
16,2.9063774484453673E9,2017.0,
17,2.649383083743983E9,2018.0,
