system:index,Forest Loss Total,year,.geo
0,331291.8832397461,2001.0,
1,1092329.8150024414,2002.0,
2,513174.7964477539,2003.0,
3,2431160.925476074,2004.0,
4,2211664.331970215,2005.0,
5,3402228.6552124023,2006.0,
6,4809387.832519531,2007.0,
7,2975367.412488032,2008.0,
8,3943941.7492158776,2009.0,
9,8765749.641633159,2010.0,
10,3205348.2333374023,2011.0,
11,1828113.2569580078,2012.0,
12,1161471.364807129,2013.0,
13,1555613.1484375,2014.0,
14,1605359.6254057044,2015.0,
15,2950385.9147338867,2016.0,
16,2405378.6831054688,2017.0,
17,2230959.6253037397,2018.0,
