system:index,Forest Loss Total,year,.geo
0,6.397607877723053E7,2001.0,
1,7.626144267165911E7,2002.0,
2,2.458234792348585E7,2003.0,
3,1.1787822480546778E8,2004.0,
4,7.240899345144784E7,2005.0,
5,6.0830477486315675E7,2006.0,
6,7.568782399648127E7,2007.0,
7,9.1349233521706E7,2008.0,
8,1.0387403152538706E8,2009.0,
9,1.2405668478547531E8,2010.0,
10,9.555803219099696E7,2011.0,
11,1.742823799636824E8,2012.0,
12,1.1554366376674302E8,2013.0,
13,1.7215558966011676E8,2014.0,
14,1.2759045847674057E8,2015.0,
15,2.134282749762135E8,2016.0,
16,2.4901685098944694E8,2017.0,
17,3.2783715113058025E8,2018.0,
