system:index,Forest Loss Total,year,.geo
0,5.4022081825933E7,2001.0,
1,1.0656717924950597E8,2002.0,
2,1.4976310337581307E8,2003.0,
3,1.8571545598351E8,2004.0,
4,4.5142935150020784E8,2005.0,
5,2.0861105445347375E8,2006.0,
6,3.5381139674112093E8,2007.0,
7,3.276886062398922E8,2008.0,
8,3.2887684925690085E8,2009.0,
9,4.995610545953168E8,2010.0,
10,4.1261235660618013E8,2011.0,
11,3.783522756224674E8,2012.0,
12,2.5105502582605028E8,2013.0,
13,3.751366803817613E8,2014.0,
14,3.110829747750687E8,2015.0,
15,6.421213948837116E8,2016.0,
16,7.29476526653775E8,2017.0,
17,7.827886314599733E8,2018.0,
