system:index,Forest Loss Total,year,.geo
0,8291948.373352051,2001.0,
1,1.0596329355895996E7,2002.0,
2,5059449.951912195,2003.0,
3,1.6266186563171387E7,2004.0,
4,2.320060697808838E7,2005.0,
5,1.918535008856201E7,2006.0,
6,5.097297300719976E7,2007.0,
7,3.4677109727049105E7,2008.0,
8,4.0411296263427734E7,2009.0,
9,1.7709204592163086E7,2010.0,
10,1.7509743593444824E7,2011.0,
11,3.4127484999294385E7,2012.0,
12,2.9188114489444986E7,2013.0,
13,3.3431502966675043E7,2014.0,
14,2.5067312984528426E7,2015.0,
15,6.0329187360089704E7,2016.0,
16,3.844379151900252E7,2017.0,
17,5.615382519451569E7,2018.0,
