system:index,Forest Loss Total,year,.geo
0,1.6844850210706824E8,2001.0,
1,1.6497846361140957E8,2002.0,
2,1.4598186266464772E7,2003.0,
3,2.1155243407923883E8,2004.0,
4,7.565335342784183E7,2005.0,
5,1.8546336468743667E8,2006.0,
6,2.8727058101504236E8,2007.0,
7,1.1653839718289317E8,2008.0,
8,3.5398121332562435E8,2009.0,
9,2.72719825471111E8,2010.0,
10,2.1845706037457666E8,2011.0,
11,3.496058280132982E8,2012.0,
12,2.7895023612007666E8,2013.0,
13,2.977215037264591E8,2014.0,
14,2.359463975470605E8,2015.0,
15,2.812617824185219E8,2016.0,
16,2.2491876211511734E8,2017.0,
17,2.573521501489137E8,2018.0,
