system:index,Forest Loss Total,year,.geo
0,1.231350915454875E9,2001.0,
1,1.6442708251755555E9,2002.0,
2,8.741203788562407E8,2003.0,
3,2.6180123640473385E9,2004.0,
4,2.393097158969658E9,2005.0,
5,2.4383082102748303E9,2006.0,
6,1.795874663982885E9,2007.0,
7,2.8829905392511463E9,2008.0,
8,2.0471192737932537E9,2009.0,
9,2.603283106659636E9,2010.0,
10,2.0270320804721437E9,2011.0,
11,2.303062001397115E9,2012.0,
12,1.9355509632841346E9,2013.0,
13,2.2941161271551623E9,2014.0,
14,2.1178036851352403E9,2015.0,
15,3.0460230730999036E9,2016.0,
16,3.2337472687306347E9,2017.0,
17,2.831719653007708E9,2018.0,
