system:index,Forest Loss Total,year,.geo
0,2.0560752654120713E8,2001.0,
1,2.69395327228883E8,2002.0,
2,1.873927656631556E8,2003.0,
3,4.468509935951801E8,2004.0,
4,2.7746846769855666E8,2005.0,
5,4.607531565473933E8,2006.0,
6,4.4365554399049693E8,2007.0,
7,3.60015751984772E8,2008.0,
8,5.187112182721285E8,2009.0,
9,4.531138576424058E8,2010.0,
10,3.1277320839025885E8,2011.0,
11,4.6366735598699236E8,2012.0,
12,5.515953493735979E8,2013.0,
13,6.706663156576488E8,2014.0,
14,5.802662508031836E8,2015.0,
15,9.463135015561279E8,2016.0,
16,7.141252777077119E8,2017.0,
17,1.0180470785627176E9,2018.0,
