system:index,Forest Loss Total,year,.geo
0,6703065.270626293,2001.0,
1,9248486.953063965,2002.0,
2,3822477.650024414,2003.0,
3,1.634519018735519E7,2004.0,
4,1.1752878231933594E7,2005.0,
5,8530975.062683105,2006.0,
6,1.303626491003418E7,2007.0,
7,1.5769122464416742E7,2008.0,
8,1.836117873818551E7,2009.0,
9,2.821065965530288E7,2010.0,
10,2.5245661789733887E7,2011.0,
11,5.862136086943503E7,2012.0,
12,4.031287385189137E7,2013.0,
13,5.648281679547119E7,2014.0,
14,4.106593090163383E7,2015.0,
15,7.379470512359619E7,2016.0,
16,7.938900436144301E7,2017.0,
17,1.3018837319972666E8,2018.0,
