system:index,Forest Loss Total,year,.geo
0,3.3189768180126235E7,2001.0,
1,2.692605289479885E7,2002.0,
2,1.1928771530085307E7,2003.0,
3,3.590681003033447E7,2004.0,
4,4.47903152777394E7,2005.0,
5,3.24970149376113E7,2006.0,
6,8.206433568282998E7,2007.0,
7,5.142910554019584E7,2008.0,
8,5.7045233223943256E7,2009.0,
9,2.8314343067740645E7,2010.0,
10,2.4535043730895996E7,2011.0,
11,4.8924653628915586E7,2012.0,
12,4.1172191340526864E7,2013.0,
13,4.94238856218099E7,2014.0,
14,3.9086040515515134E7,2015.0,
15,8.355364649908638E7,2016.0,
16,5.377155017176202E7,2017.0,
17,7.475234887149395E7,2018.0,
