system:index,Forest Loss Total,year,.geo
0,4.62423474121527E7,2001.0,
1,2.6027049088134766E7,2002.0,
2,2.4921723188090008E7,2003.0,
3,3.383928733106522E7,2004.0,
4,2.6672073273496382E7,2005.0,
5,1.9565590054786112E7,2006.0,
6,3.711517561940104E7,2007.0,
7,2.5909325028172154E7,2008.0,
8,2.591548362948716E7,2009.0,
9,1.7215936339782715E7,2010.0,
10,1.836312239263294E7,2011.0,
11,6.241245625029536E7,2012.0,
12,1.953000404166475E7,2013.0,
13,3.630329904179951E7,2014.0,
14,4.205865120978095E7,2015.0,
15,4.023238625712771E7,2016.0,
16,3.418545417163445E7,2017.0,
17,5.6044464862530634E7,2018.0,
