system:index,Forest Loss Total,year,.geo
0,1.0794391025848389E8,2001.0,
1,1.4512855113030192E8,2002.0,
2,9.694722819237491E7,2003.0,
3,3.6457386319112957E8,2004.0,
4,2.26302346099994E8,2005.0,
5,2.840801336913107E8,2006.0,
6,2.791127912660285E8,2007.0,
7,5.016902623942861E8,2008.0,
8,4.7407117851306415E8,2009.0,
9,1.1590963041662865E9,2010.0,
10,4.7376902594748825E8,2011.0,
11,4.585103549994459E8,2012.0,
12,1.9964535146966314E8,2013.0,
13,2.957623896896667E8,2014.0,
14,2.6059308196870956E8,2015.0,
15,4.335176200900824E8,2016.0,
16,4.581285499663335E8,2017.0,
17,5.0489089546931297E8,2018.0,
