system:index,Forest Loss Total,year,.geo
0,1.55425858772583E7,2001.0,
1,2.80957180228743E7,2002.0,
2,2.0151786061875287E7,2003.0,
3,3.806137116484183E7,2004.0,
4,2.905335122808838E7,2005.0,
5,3.634075214553701E7,2006.0,
6,4.940514334126551E7,2007.0,
7,4.869947326129605E7,2008.0,
8,5.722001112589662E7,2009.0,
9,8.095020138440253E7,2010.0,
10,5.1848923757995844E7,2011.0,
11,9.152087951362233E7,2012.0,
12,7.41082498135857E7,2013.0,
13,8.864480648197141E7,2014.0,
14,7.046640619009794E7,2015.0,
15,1.2049529884087944E8,2016.0,
16,9.826908132766353E7,2017.0,
17,1.0568615394435796E8,2018.0,
