system:index,Forest Loss Total,year,.geo
0,1.315359595012853E9,2001.0,
1,1.3733179286428974E9,2002.0,
2,8.760945176558262E8,2003.0,
3,1.4489526345293808E9,2004.0,
4,2.2747197788761377E9,2005.0,
5,1.797904068047617E9,2006.0,
6,1.499245780036439E9,2007.0,
7,1.9874529348798103E9,2008.0,
8,1.7438512473337622E9,2009.0,
9,1.6542440301551547E9,2010.0,
10,1.5769582893469677E9,2011.0,
11,1.5800439894497015E9,2012.0,
12,1.4551280973619857E9,2013.0,
13,1.8247997434532743E9,2014.0,
14,1.6987651485652342E9,2015.0,
15,2.3629206647130933E9,2016.0,
16,3.2890967756617684E9,2017.0,
17,2.667636563774377E9,2018.0,
