system:index,Forest Loss Total,year,.geo
0,4.4229673241760254E7,2001.0,
1,8.671435165341546E7,2002.0,
2,8.238864968333955E7,2003.0,
3,1.2644172392135644E8,2004.0,
4,1.623220140192397E8,2005.0,
5,1.7087865358686692E8,2006.0,
6,1.7767977963616702E8,2007.0,
7,1.4947791278227466E8,2008.0,
8,1.7887117593834037E8,2009.0,
9,2.4515675033023623E8,2010.0,
10,2.260170541937823E8,2011.0,
11,1.6394841544593856E8,2012.0,
12,1.2750058144758876E8,2013.0,
13,1.2722546935945435E8,2014.0,
14,1.3209988592225449E8,2015.0,
15,2.0720385041930148E8,2016.0,
16,2.1930369780183476E8,2017.0,
17,2.2841888339856973E8,2018.0,
