system:index,Forest Loss Total,year,.geo
0,5.234396568846874E8,2001.0,
1,7.166243798384101E8,2002.0,
2,4.863421542183487E8,2003.0,
3,8.334510647653803E8,2004.0,
4,1.3100834723136866E9,2005.0,
5,1.083272981336457E9,2006.0,
6,9.273648500030309E8,2007.0,
7,1.1957268634628441E9,2008.0,
8,1.0347892841919892E9,2009.0,
9,9.829328164199301E8,2010.0,
10,9.40746109231247E8,2011.0,
11,9.236657088975652E8,2012.0,
12,8.69264505184544E8,2013.0,
13,9.306263490068339E8,2014.0,
14,9.55146596291619E8,2015.0,
15,1.3067875951589181E9,2016.0,
16,1.8831970960161438E9,2017.0,
17,1.665925959275192E9,2018.0,
