system:index,Forest Loss Total,year,.geo
0,1197251.6270751953,2001.0,
1,1384777.8367919922,2002.0,
2,1806655.5693969727,2003.0,
3,1.336083499076191E7,2004.0,
4,2.415691176386575E7,2005.0,
5,4641116.526865282,2006.0,
6,3.546361414751814E7,2007.0,
7,1.9494697184639007E7,2008.0,
8,1.6182343563609883E7,2009.0,
9,1.6659061371727081E7,2010.0,
10,2.0860524430763632E7,2011.0,
11,1.0460437966664992E7,2012.0,
12,3378842.38169065,2013.0,
13,7948579.291121898,2014.0,
14,2708618.78326416,2015.0,
15,3.11080966794436E7,2016.0,
16,5.244691166327958E7,2017.0,
17,1.2820552807476807E8,2018.0,
