system:index,Forest Loss Total,year,.geo
0,647929.1329345703,2001.0,
1,525784.8243408203,2002.0,
2,615112.8646240234,2003.0,
3,1638698.424621582,2004.0,
4,2367212.4240112305,2005.0,
5,3058360.7950439453,2006.0,
6,4104572.549953326,2007.0,
7,3662182.304748535,2008.0,
8,4464178.388305664,2009.0,
9,1622636.4404296875,2010.0,
10,1713282.4376220703,2011.0,
11,603059.3964233398,2012.0,
12,669479.623840332,2013.0,
13,2.0288879578918457E7,2014.0,
14,1126372.1889569452,2015.0,
15,1.1761362748423379E7,2016.0,
16,8757177.388106283,2017.0,
17,3.0069685173413564E7,2018.0,
