system:index,Forest Loss Total,year,.geo
0,2.0192145383512506E8,2001.0,
1,2.6401603635419503E8,2002.0,
2,2.0428993594555414E8,2003.0,
3,2.950243100351355E8,2004.0,
4,3.9461345588535714E8,2005.0,
5,3.776611877399378E8,2006.0,
6,3.5461181695709777E8,2007.0,
7,2.88577944271856E8,2008.0,
8,3.4345503512972957E8,2009.0,
9,4.7800782657266665E8,2010.0,
10,4.4247151581791013E8,2011.0,
11,3.380066971481254E8,2012.0,
12,2.738462922263886E8,2013.0,
13,3.170236171555982E8,2014.0,
14,3.0457486302670527E8,2015.0,
15,4.437136004060012E8,2016.0,
16,4.649398296669858E8,2017.0,
17,4.631283392332124E8,2018.0,
