system:index,Forest Loss Total,year,.geo
0,4723716.589914838,2001.0,
1,6094428.535782638,2002.0,
2,2439427.5693366555,2003.0,
3,1.0589347182156673E7,2004.0,
4,1.193371036524826E7,2005.0,
5,1.2414460007587988E7,2006.0,
6,1.4944779988049075E7,2007.0,
7,9985520.717910107,2008.0,
8,1.3500411874644801E7,2009.0,
9,2.9745133559006877E7,2010.0,
10,9894747.751001457,2011.0,
11,8208565.269433354,2012.0,
12,4311577.689982096,2013.0,
13,7086690.423937031,2014.0,
14,7708678.514754471,2015.0,
15,1.1594677874678548E7,2016.0,
16,1.0257058707544424E7,2017.0,
17,1.0191068151721431E7,2018.0,
