system:index,Forest Loss Total,year,.geo
0,1.3982445780090332E7,2001.0,
1,1.4569325944486251E7,2002.0,
2,1.8576295154175043E7,2003.0,
3,1.838098775350198E7,2004.0,
4,2.0309659700200552E8,2005.0,
5,4.5824784491704956E7,2006.0,
6,5.367856591729306E7,2007.0,
7,8.908753253064443E7,2008.0,
8,7.601378603975256E7,2009.0,
9,1.1881176877768889E8,2010.0,
10,7.877030883939736E7,2011.0,
11,5.459273370176691E7,2012.0,
12,2.1391737684236415E7,2013.0,
13,1.122140276521518E8,2014.0,
14,2.3770450026983522E7,2015.0,
15,1.040362350270357E8,2016.0,
16,8.152573940863755E7,2017.0,
17,1.2022512789255872E8,2018.0,
