system:index,Forest Loss Total,year,.geo
0,2.4237415707897136E8,2001.0,
1,2.616064316309482E8,2002.0,
2,1.790406376193939E8,2003.0,
3,5.968511338344485E8,2004.0,
4,3.599394899227807E8,2005.0,
5,4.5035188548119926E8,2006.0,
6,4.1842783795127255E8,2007.0,
7,7.625946775379103E8,2008.0,
8,6.085303585471011E8,2009.0,
9,1.3484016673993585E9,2010.0,
10,6.053962145532923E8,2011.0,
11,6.311080521550169E8,2012.0,
12,2.846483855540563E8,2013.0,
13,4.2536210307858056E8,2014.0,
14,3.6398351215406275E8,2015.0,
15,5.841590185070283E8,2016.0,
16,6.318875980611078E8,2017.0,
17,6.730654297044802E8,2018.0,
