system:index,Forest Loss Total,year,.geo
0,1.1428346719813448E8,2001.0,
1,1.1900426016333844E8,2002.0,
2,5.1072289725249164E7,2003.0,
3,3.8708618125276977E8,2004.0,
4,3.4516925414652526E8,2005.0,
5,3.731378555107989E8,2006.0,
6,8.477437777839866E8,2007.0,
7,5.587646703194735E8,2008.0,
8,2.5751482449879774E8,2009.0,
9,7.030717013486497E8,2010.0,
10,3.102953952434262E8,2011.0,
11,2.3116972274211833E8,2012.0,
12,1.279575811710624E8,2013.0,
13,1.76933756394835E8,2014.0,
14,1.1817733734208986E8,2015.0,
15,2.4150599947026443E8,2016.0,
16,2.9628691562846226E8,2017.0,
17,4.971584122641184E8,2018.0,
