system:index,Forest Loss Total,year,.geo
0,2.750616206212996E7,2001.0,
1,5.3892640151162535E7,2002.0,
2,5953407.377838135,2003.0,
3,9.939617836109081E7,2004.0,
4,3.155276468295288E7,2005.0,
5,6.930141497207642E7,2006.0,
6,1.757704400336268E8,2007.0,
7,5.62725258758229E7,2008.0,
8,2.0918328831860566E8,2009.0,
9,1.781673320293464E8,2010.0,
10,1.524126751593068E8,2011.0,
11,2.4054521819535068E8,2012.0,
12,1.9433443664609435E8,2013.0,
13,2.0061565588997263E8,2014.0,
14,1.7051619666751242E8,2015.0,
15,1.9753114864159223E8,2016.0,
16,1.6071267419526988E8,2017.0,
17,1.9819192750966665E8,2018.0,
