system:index,Forest Loss Total,year,.geo
0,314904.7708129883,2001.0,
1,1662209.4680336148,2002.0,
2,2306139.6611268288,2003.0,
3,7041803.261674709,2004.0,
4,5110086.768493652,2005.0,
5,1.503172641583252E7,2006.0,
6,1.719066417614746E7,2007.0,
7,1.6441073412601486E7,2008.0,
8,1.726313228094913E7,2009.0,
9,2.8588435168862972E7,2010.0,
10,1.6815741934243597E7,2011.0,
11,2.1291422390774596E7,2012.0,
12,1.38460075908397E7,2013.0,
13,1.3331159594249293E7,2014.0,
14,1.154106557932464E7,2015.0,
15,1.4440130067576928E7,2016.0,
16,1.1949153068216002E7,2017.0,
17,1.5242652306773227E7,2018.0,
