system:index,Forest Loss Total,year,.geo
0,6.199224361060241E7,2001.0,
1,3.706566323781332E7,2002.0,
2,4.223706465596684E7,2003.0,
3,6.200964243025405E7,2004.0,
4,4.978137729980182E7,2005.0,
5,3.751808781440142E7,2006.0,
6,6.320529545481458E7,2007.0,
7,4.284283139054554E7,2008.0,
8,4.518728973244007E7,2009.0,
9,3.0697099889080215E7,2010.0,
10,3.1137544014113966E7,2011.0,
11,9.269669544815555E7,2012.0,
12,3.409923066105789E7,2013.0,
13,6.338860795833453E7,2014.0,
14,6.957412267625661E7,2015.0,
15,6.845802605509487E7,2016.0,
16,6.780348904958376E7,2017.0,
17,9.107124303857948E7,2018.0,
