system:index,Forest Loss Total,year,.geo
0,4976752.956542969,2001.0,
1,1.1503788051593617E7,2002.0,
2,5.639910052394373E7,2003.0,
3,2.5143089206374705E7,2004.0,
4,3.359806351081759E7,2005.0,
5,2.007333872316871E7,2006.0,
6,8.182367148284529E7,2007.0,
7,8.143871373738392E7,2008.0,
8,3.165380569741929E7,2009.0,
9,2.928672115924623E7,2010.0,
10,2.995170398665843E7,2011.0,
11,1.6586711827026367E7,2012.0,
12,1.0152077609439626E7,2013.0,
13,1.0671345565979004E7,2014.0,
14,1.053143342553711E7,2015.0,
15,2.32785314150697E7,2016.0,
16,2.5642532692518048E7,2017.0,
17,7.118574295083989E7,2018.0,
