system:index,Forest Loss Total,year,.geo
0,1.127276299609375E7,2001.0,
1,2.4998169975830078E7,2002.0,
2,4.653270864445681E7,2003.0,
3,4.88359452098999E7,2004.0,
4,1.4964190874430624E8,2005.0,
5,7.223433356710611E7,2006.0,
6,1.4530453456892616E8,2007.0,
7,1.5796475514384E8,2008.0,
8,1.6290025095384926E8,2009.0,
9,2.4746093192170316E8,2010.0,
10,2.1160404432229674E8,2011.0,
11,1.8333165052982706E8,2012.0,
12,1.207936091852417E8,2013.0,
13,1.5737485893601146E8,2014.0,
14,1.3190663160907963E8,2015.0,
15,2.983404504728338E8,2016.0,
16,3.4401871611249685E8,2017.0,
17,4.492977234404259E8,2018.0,
