system:index,Forest Loss Total,year,.geo
0,3.2797571103149414E7,2001.0,
1,4.0711080015930176E7,2002.0,
2,2.5083512235534668E7,2003.0,
3,5.533376724359131E7,2004.0,
4,6.5003775898994714E7,2005.0,
5,4.1502163258333094E7,2006.0,
6,1.73756241632998E8,2007.0,
7,5.857082356616043E7,2008.0,
8,5.268950398191732E7,2009.0,
9,6.0447805827771716E7,2010.0,
10,6.111484001596369E7,2011.0,
11,1.1446043458048503E8,2012.0,
12,3.123339504266836E7,2013.0,
13,4.843988150010053E7,2014.0,
14,2.668414260418079E7,2015.0,
15,6.884116488623549E7,2016.0,
16,5.809301462661277E7,2017.0,
17,6.604502321415345E7,2018.0,
