system:index,Forest Loss Total,year,.geo
0,6.552784995059712E8,2001.0,
1,9.948477969403883E8,2002.0,
2,5.435348244722602E8,2003.0,
3,1.7399983278309698E9,2004.0,
4,1.3912063309574406E9,2005.0,
5,1.635019632050746E9,2006.0,
6,1.2372230995401287E9,2007.0,
7,1.8379879152501929E9,2008.0,
8,1.405550602496049E9,2009.0,
9,1.8460158594084668E9,2010.0,
10,1.346058554191291E9,2011.0,
11,1.5508709530043933E9,2012.0,
12,1.359494414676606E9,2013.0,
13,1.4017004211855788E9,2014.0,
14,1.381549848302122E9,2015.0,
15,1.8806906846108925E9,2016.0,
16,2.095026006053888E9,2017.0,
17,1.988243033264542E9,2018.0,
