system:index,Forest Loss Total,year,.geo
0,1800671.860534668,2001.0,
1,1836481.953125,2002.0,
2,1735805.8587395162,2003.0,
3,4721973.590454102,2004.0,
4,6946076.117790671,2005.0,
5,5932887.640655877,2006.0,
6,9342334.365542423,2007.0,
7,8185437.814631204,2008.0,
8,8973272.460327148,2009.0,
9,5352968.397380994,2010.0,
10,5406932.114013672,2011.0,
11,2132810.2045288086,2012.0,
12,2112832.4072875977,2013.0,
13,3.745905240106201E7,2014.0,
14,4346651.530968759,2015.0,
15,3.135386721127451E7,2016.0,
16,2.588684428835258E7,2017.0,
17,5.9050994005618826E7,2018.0,
