system:index,Forest Loss Total,year,.geo
0,1.2178957017456055E7,2001.0,
1,1.6638496254371313E7,2002.0,
2,1.5438978204162598E7,2003.0,
3,4.154001176402277E7,2004.0,
4,3.6112648795870915E7,2005.0,
5,2.9838643734313965E7,2006.0,
6,3.723528338524218E7,2007.0,
7,3.8418270509887695E7,2008.0,
8,4.8430593420526244E7,2009.0,
9,5.277660103750024E7,2010.0,
10,3.991662196866431E7,2011.0,
11,5.851550997828488E7,2012.0,
12,4.2289729103000775E7,2013.0,
13,6.966782188161094E7,2014.0,
14,5.277500905949348E7,2015.0,
15,7.642950144186556E7,2016.0,
16,7.927307148336613E7,2017.0,
17,7.777580418134406E7,2018.0,
