system:index,Forest Loss Total,year,.geo
0,2.0344415053282734E7,2001.0,
1,4.097009275040738E7,2002.0,
2,9.811685690983264E7,2003.0,
3,6.694404685311495E7,2004.0,
4,1.0080182878073011E8,2005.0,
5,5.831608777619701E7,2006.0,
6,1.9133507485932353E8,2007.0,
7,1.6921093466240087E8,2008.0,
8,8.238760167465702E7,2009.0,
9,8.040834831896134E7,2010.0,
10,8.644200067308134E7,2011.0,
11,4.717508034502672E7,2012.0,
12,3.058022354737549E7,2013.0,
13,3.3027834319722015E7,2014.0,
14,3.2638861745300293E7,2015.0,
15,7.550587738234097E7,2016.0,
16,8.15721256291815E7,2017.0,
17,1.6440504804906106E8,2018.0,
